@relation subject101-cleaned-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst

@attribute activityID {1,2,3,4,5,6,7,12,13,16,17,24}
@attribute accelX numeric
@attribute accelY numeric
@attribute accelZ numeric
@attribute gyroX numeric
@attribute gyroY numeric
@attribute gyroZ numeric
@attribute magnetX numeric
@attribute magnetY numeric
@attribute magnetZ numeric

@data
1,-1.65573,8.18139,3.99038,-0.996145,0.76686,0.647873,3.3839,-67.666,9.71746
1,-1.70961,10.2606,3.09735,0.425287,0.340922,0.338503,-1.19773,-68.1595,9.53315
1,-1.47777,9.27547,3.45053,-0.682023,0.477669,0.544875,-6.09828,-66.6807,9.72094
1,-0.267412,8.28172,3.70294,0.616692,0.256665,-0.285073,-7.2282,-67.2607,9.14899
1,-1.35149,9.53317,2.6818,0.582224,-0.179547,-0.13165,-4.89811,-66.8051,13.9878
1,-1.55567,9.45506,2.25565,-0.081337,0.079284,0.003406,-4.15865,-65.0384,17.1231
1,-1.72162,9.3108,2.94642,-0.363568,0.027481,-0.056266,-4.25988,-64.2754,17.4796
1,-0.783254,7.06744,3.23746,0.051438,-0.159693,-0.313417,-3.7211,-64.949,16.6561
1,-2.62426,11.7708,1.46208,0.781973,-0.386241,-0.862683,2.98438,-62.7985,22.2732
1,-2.72424,10.8282,2.04108,0.17744,-0.016879,-0.130014,6.25323,-61.591,23.6375
1,-2.89215,10.2852,0.577871,-0.165895,0.414537,0.443457,4.63836,-63.0999,21.3252
1,-2.2577,8.94417,3.90181,-0.944305,0.590783,0.898559,-2.51854,-64.3479,15.2601
1,-0.635943,8.09763,4.00594,-1.9383,0.417802,0.812309,-9.7315,-66.32,6.52604
1,-0.655872,6.90026,5.85707,1.45232,-0.122614,-0.08001,-12.3144,-66.7416,0.185998
1,-1.2831,8.1295,2.76454,1.73944,-0.15029,-0.894369,-8.57012,-65.0709,14.1643
1,-0.985248,8.19202,1.53719,0.458043,-0.421872,-0.405979,-3.13772,-62.562,23.0402
1,-2.65024,9.65322,2.23858,0.096516,-0.279247,-0.280757,0.865884,-62.4583,22.3011
1,-1.5714,10.5775,0.481207,-0.168466,0.166414,0.274143,0.869299,-63.2246,22.64
1,-0.937059,9.67136,1.53292,-1.15473,0.379803,0.333328,-3.37761,-64.5381,17.0038
1,-1.48798,7.69204,4.57185,-0.980478,0.390428,0.304194,-5.61178,-66.226,6.01696
1,-2.16205,8.19117,4.63705,-0.480213,-0.056812,0.23362,-8.25723,-66.4576,2.10998
1,-0.265903,8.9357,4.70143,-0.242415,0.057551,0.045723,-8.98652,-66.4855,-0.890914
1,-1.22196,9.29078,5.37868,-0.558376,0.253069,0.329505,-11.0578,-65.6697,-4.21453
1,-1.24984,8.4225,5.84304,-0.46611,0.126591,0.263957,-12.4849,-65.8571,-8.5979
1,-0.267013,6.93796,6.17067,-0.776072,0.019218,0.328304,-15.348,-64.8792,-12.4893
1,-0.418175,7.12849,6.12927,-0.350796,0.094847,0.072251,-16.6475,-63.5566,-16.395
1,0.076058,5.83778,6.48742,-0.433778,0.071868,0.080452,-17.794,-63.2519,-17.9988
1,-1.33643,6.91519,6.92447,0.228881,0.024352,-0.003507,-17.4739,-62.9336,-18.8091
1,-0.518952,6.0721,6.70864,0.751506,-0.496222,-0.468887,-16.2813,-63.7075,-14.7806
1,0.806862,11.3929,4.63223,0.393145,-0.37966,-0.170661,-13.3666,-67.195,-2.12141
1,-0.134324,7.72748,5.47722,-0.475382,0.057943,-0.392653,-10.944,-67.2055,-3.76947
1,-0.478394,5.45677,5.82611,-1.8985,-0.052087,-0.439024,-8.30676,-67.3688,-11.4395
1,-0.91554,8.67375,4.53863,1.76358,0.29637,-0.666557,-3.92179,-68.627,-9.53592
1,-2.25385,8.85106,6.21143,-0.234709,0.630118,-0.599157,1.31092,-68.3409,-4.61643
1,-2.33686,9.82469,4.70589,0.278473,-0.072536,-0.150546,3.32906,-68.4276,1.49314
1,-2.56748,7.50548,3.979,0.053452,0.262141,0.027782,3.56001,-68.2278,1.83983
1,-2.43538,7.31994,4.55892,-0.379962,0.075536,0.087958,2.4414,-67.8337,1.62544
1,-3.81203,7.80039,6.15314,0.065414,0.127911,-0.085023,2.6318,-68.4782,0.111835
1,-3.02371,7.93466,4.89442,-0.43788,0.016871,0.300057,2.15469,-69.1944,-1.27916
1,-2.57771,7.24758,4.82644,-0.048105,-0.079189,-0.152519,2.01177,-68.511,-3.00609
1,-3.14882,6.64493,4.81992,0.136697,-0.026611,-0.12334,2.56055,-67.9913,-3.58542
1,-2.68039,7.62986,5.05454,0.048312,-0.036261,0.006383,2.58375,-68.4442,-2.31755
1,-2.75679,8.46343,4.85814,0.06747,-0.054864,0.016896,2.62381,-67.7087,-0.458423
1,-2.65731,7.62588,4.63154,0.135036,-0.024801,-0.087373,2.07372,-68.0093,0.007553
1,-2.83932,8.4244,4.6646,-0.210817,-0.02033,0.021896,3.98513,-68.3479,0.792113
1,-2.3928,8.19192,4.51813,0.167471,-0.004771,0.010627,2.65369,-68.712,1.26635
1,-2.55786,8.30321,4.09192,0.139467,0.015352,0.060211,2.55425,-68.0594,1.73744
1,-2.64734,7.65648,3.82335,0.031971,-0.162357,0.113233,1.24668,-68.2222,3.37086
1,-2.62624,8.94944,4.16569,-0.151744,-0.090392,-0.00884,1.81423,-69.1343,4.0489
1,-4.14215,7.64426,5.37898,0.871381,-1.10924,-0.335868,3.63876,-69.5931,6.10618
1,-3.57909,9.38106,4.91971,-0.202259,-2.24649,-0.282988,5.94437,-66.9377,9.23307
1,-0.762197,10.4434,3.14941,2.03137,-2.58894,0.508057,9.97557,-67.8357,10.1031
1,0.152842,10.0206,-0.876632,1.2674,-0.5937,1.13738,4.83559,-65.277,20.4893
1,0.187926,7.60555,0.633048,-0.260511,-0.414004,0.270916,1.51485,-65.9746,22.0243
1,1.44424,8.59269,1.80316,0.353598,-1.03918,-0.164893,2.32531,-65.0586,23.2979
1,1.75498,10.0499,-0.429372,0.389272,-1.23723,-0.032111,7.75075,-63.8909,26.4888
1,1.60678,9.14292,-0.15912,0.112966,-0.959381,0.060152,10.3362,-63.726,27.3868
1,1.47443,8.9118,-0.660659,-0.126646,-1.17314,0.133682,12.1187,-63.8276,27.2496
1,2.08171,10.2333,-0.848457,0.598516,-1.10543,0.153694,14.0725,-61.9046,29.6782
1,2.04937,9.05117,-1.53773,0.281692,-1.03936,0.114087,16.0937,-60.6116,30.0162
1,2.20301,9.34384,-2.61406,0.445395,-0.919782,-0.109704,18.7842,-59.3572,30.3461
1,2.63963,9.60121,-3.14721,0.393812,-0.792336,-0.005156,22.2041,-56.5472,33.3461
1,1.62502,9.22203,-4.00785,0.217657,-0.681991,0.104733,25.2487,-54.5622,34.49
1,-0.027277,8.82089,-3.64637,0.255239,-1.14694,-0.008386,27.8083,-53.506,33.8934
1,-1.3756,5.61528,-2.65509,-2.07626,-2.354,-0.9134,35.4818,-55.2082,21.6356
1,-4.71268,6.51889,-2.13081,-2.14696,-2.26699,-3.53696,53.1553,-45.2779,-1.02683
1,-10.0851,5.78297,-0.053507,0.997852,-1.84439,-4.58691,65.7734,-10.0418,-13.9846
1,-12.8128,6.8529,-1.59898,2.07033,-1.51959,-4.35435,52.7784,21.628,-23.3314
1,-11.929,2.92093,0.736764,-0.725224,-0.676978,-3.16792,31.3645,37.9235,-26.1509
1,-9.73559,0.338855,2.43329,-0.392811,-0.080872,-1.91434,20.5652,43.2269,-25.9701
1,-9.60952,-2.09243,2.21245,-0.462751,0.32294,-1.09419,13.59,49.1617,-24.4375
1,-9.15912,-4.6818,1.57365,-0.653852,0.407196,-0.260877,10.9664,51.0246,-22.0728
1,-8.28219,-5.29252,1.93523,-0.314168,0.293951,0.051582,10.2021,52.6949,-21.5831
1,-7.76319,-6.59656,0.831271,-0.023345,-0.094827,0.200758,11.6717,53.3611,-20.7827
1,-6.84177,-4.03438,-0.35668,0.9619,-0.312116,0.152297,8.67913,49.884,-24.6049
1,-9.33132,5.22808,2.19192,0.544133,-0.066618,1.72318,7.47101,45.2126,-28.229
1,-11.3684,-5.75777,2.35242,0.647459,-0.274859,1.32759,10.3411,41.1011,-34.5555
1,-11.2275,0.554603,4.02668,1.10848,-0.876016,1.70025,7.96224,36.9698,-41.0536
1,-9.07092,2.85859,4.74399,0.418092,-0.813657,0.894411,7.08436,32.8278,-45.023
1,-8.47912,2.73709,4.40687,0.2133,-0.707965,0.465651,3.69903,30.5391,-46.3976
1,-8.10319,3.27366,5.33439,0.413496,-0.954176,0.59652,0.535215,30.421,-48.3301
1,-7.07378,3.23019,5.61937,0.341294,-1.1572,0.649186,-3.06702,27.486,-49.2463
1,-6.25382,3.9979,7.32251,0.727147,-1.16112,0.684181,-8.565,23.7872,-49.9175
1,-1.53241,10.6643,5.94671,0.24702,-0.541544,0.894277,-13.5476,17.7946,-52.2396
1,-4.10208,5.80834,8.00291,-0.239914,-0.099739,0.371575,-12.8161,21.8586,-50.0054
1,-3.65787,4.99742,6.8192,-0.355103,-0.035236,0.238457,-11.6798,23.8527,-49.4183
1,-3.15379,6.24663,6.93799,0.099962,-0.395457,0.348084,-12.5575,24.1121,-48.711
1,-2.92785,5.75234,7.02002,0.048414,-0.409654,0.171477,-15.2429,22.9633,-48.8084
1,-1.86601,6.27532,7.03416,-0.03992,-0.61928,0.057436,-16.4528,23.786,-48.0913
1,-2.1627,5.93821,7.26178,0.613972,-0.939065,0.1718,-20.2045,23.4308,-45.8533
1,-1.29786,7.78616,6.76816,0.511851,-0.811323,0.528884,-24.4354,21.9243,-45.011
1,0.546115,5.72482,6.99518,0.313553,-0.132143,0.178885,-25.2446,19.2615,-45.8405
1,0.963631,7.69143,6.64841,0.299292,-0.141435,0.004595,-27.2478,16.8644,-45.0333
1,0.648492,7.00885,6.41507,-0.098533,-0.052289,-0.145624,-26.9372,16.0982,-46.0867
1,0.814614,7.61739,6.7234,-0.264334,-0.19326,-0.297734,-28.3414,15.1675,-43.5346
1,0.92185,6.74392,6.72795,-0.332513,-0.127312,-0.228813,-29.8716,15.1264,-41.8973
1,0.471861,6.29382,6.91517,-0.508977,-0.051514,-0.008073,-30.195,17.6476,-41.8665
1,-0.277597,6.50038,8.13484,-0.448352,0.054513,0.037086,-29.9561,18.0601,-41.1704
1,-0.468427,6.99371,7.97637,-0.843019,-0.088678,-0.13981,-29.5861,19.7617,-39.7675
1,-0.040323,5.27959,7.60369,-0.755289,0.004261,-0.071323,-29.9074,21.7358,-39.5111
1,0.881629,3.98869,8.31463,-0.392727,0.052541,-0.218779,-29.4583,23.3449,-39.7304
1,1.79627,3.04658,9.83252,-0.558105,0.341077,0.036548,-29.3387,27.152,-40.1536
1,-0.092955,3.85655,9.64753,0.507288,0.072198,0.006687,-29.2314,26.7121,-40.2753
1,0.23865,5.05394,8.07048,-0.028399,-0.185316,-0.072128,-29.7122,23.1613,-41.2339
1,0.293285,5.17149,8.53275,0.184036,0.003805,0.007778,-30.0207,23.3804,-39.955
1,0.134641,5.05716,8.33832,0.04443,0.001312,0.00671,-29.7076,23.158,-41.0025
1,0.445522,4.75399,8.6519,-0.085823,0.011867,-0.012198,-29.4735,23.0282,-40.428
1,0.284204,4.639,8.38046,0.061954,-0.039926,-0.043693,-29.9324,22.2991,-40.8935
1,0.062548,4.60415,8.53121,0.162311,-0.095191,0.040229,-29.3453,23.6647,-39.7282
1,0.134104,5.17064,8.29944,0.260191,-0.071249,-0.002842,-30.2539,21.6545,-40.0867
1,0.05878,5.77725,8.18081,0.222315,-0.011577,-0.058231,-29.9455,19.9077,-41.0348
1,0.577952,5.12685,8.03683,0.006986,-0.004847,0.049473,-30.2751,18.5048,-40.4675
1,0.204335,5.16872,8.14655,0.209941,-0.083987,0.021994,-31.0505,19.7466,-40.4453
1,0.285247,5.92692,8.14521,0.17193,0.01918,-0.092991,-31.0514,18.5468,-40.2267
1,0.457615,5.84555,7.68622,-0.044678,-0.040059,-0.070993,-30.8446,17.4542,-40.8195
1,0.318499,5.47102,8.10876,0.021114,0.009169,0.003316,-30.8471,18.4381,-41.1561
1,0.309931,5.96121,7.76059,0.0205,-0.042228,-0.010049,-31.1859,17.0417,-41.0515
1,0.422774,5.50574,7.84079,-0.058688,0.005313,0.005492,-31.6324,17.5043,-41.1572
1,0.359759,5.77458,8.14684,0.085295,0.037178,-0.022516,-30.7362,17.7773,-41.0488
1,0.319562,5.81214,8.06913,-0.030204,0.013128,0.027842,-31.187,17.8064,-41.2747
1,0.309669,5.73391,7.79984,0.012004,0.018002,-0.004038,-31.2927,17.5904,-40.9287
1,0.307261,5.77118,7.7227,0.003639,-0.026628,-0.009766,-31.7447,17.8387,-41.268
1,0.312343,5.73458,7.87685,-0.035875,0.012651,-0.015699,-30.5159,17.6573,-41.1683
1,0.199774,5.84927,7.87478,0.016093,0.02719,-0.00703,-31.2884,18.0239,-40.8083
1,0.321703,5.73693,8.14639,-0.057268,0.008919,0.013983,-30.9526,18.7676,-40.9199
1,0.273216,5.73454,7.83778,-0.053619,-0.005573,-0.028217,-30.9514,18.0029,-40.6967
1,0.350136,5.54493,7.91654,-0.056607,0.039528,0.00161,-31.405,17.9248,-41.0395
1,0.272679,5.84802,7.7989,-0.132626,0.05571,-0.029777,-31.2877,18.6782,-40.917
1,0.396223,5.20587,8.22628,-0.061349,-0.013617,-0.011866,-31.4982,19.446,-40.4434
1,0.352544,5.50766,7.99368,0.149674,0.032295,0.001564,-31.3957,18.4639,-40.6866
1,0.315547,6.00049,7.91449,0.094878,0.002312,-0.019338,-32.1787,17.5284,-40.572
1,0.241846,5.69857,8.02987,-0.079411,-0.028172,-0.012571,-31.1687,17.7934,-40.3493
1,0.162792,5.58466,7.95209,-0.105865,0.010809,-0.007481,-31.0682,17.3584,-40.818
1,0.278835,5.58446,8.0308,0.046375,0.013319,-0.013767,-31.7251,17.6065,-40.2292
1,0.311539,5.81012,7.8381,0.011431,-0.010447,-0.03421,-29.9476,18.9271,-40.9297
1,0.386051,5.65778,7.83973,-0.0414,-0.017997,0.028362,-30.955,18.2237,-40.9257
1,0.347725,5.77156,7.80028,-0.000432,-0.03091,-0.010793,-31.2809,18.6733,-40.5699
1,0.428656,5.58296,7.99457,0.000851,-0.002498,-0.012366,-31.1809,18.1295,-41.0399
1,0.352007,5.62114,7.9548,0.008127,0.033395,0.010614,-31.1649,18.1181,-40.2301
1,0.310739,5.69631,7.83847,0.041315,0.008393,-0.007308,-30.2949,18.1915,-41.3965
1,0.355748,5.77357,8.03132,0.073693,0.013115,-0.008403,-30.9565,17.8974,-40.9292
1,0.269467,5.96083,7.68301,-0.02964,0.011625,0.003568,-31.2843,17.9119,-40.5781
1,0.345854,5.69534,7.76202,-0.017952,-0.022925,-0.013271,-30.9624,18.1198,-41.2739
1,0.317691,5.73592,8.03088,-0.075678,0.031745,0.004452,-31.6198,18.2592,-40.6863
1,0.35067,5.62081,7.9163,-0.093907,0.035461,-0.000679,-31.3787,18.6701,-39.8745
1,0.430793,5.69711,8.0327,-0.046839,-0.003775,0.002011,-30.9449,18.4348,-40.4606
1,0.432397,5.73538,8.07108,-0.031834,0.047555,0.003864,-30.7208,18.6394,-40.461
1,0.17269,5.47353,8.26051,0.096843,0.009368,-0.037468,-31.273,18.886,-40.2206
1,0.510384,5.69753,8.14935,-0.054537,0.026943,0.028806,-31.158,18.1133,-39.883
1,0.240246,5.47093,8.03061,0.254236,0.000465,-0.006454,-30.9482,18.2189,-40.5786
1,0.392992,6.26548,7.91475,-0.041799,0.008569,-0.008387,-31.1721,17.032,-40.3574
1,0.232215,5.84764,7.72132,0.03869,-0.045274,-0.040827,-31.6217,17.8241,-40.6909
1,0.309935,5.77185,7.79971,0.012624,0.028127,-0.001196,-30.6201,17.7676,-40.8187
1,0.241042,5.77411,7.99111,-0.023015,0.026555,-0.005055,-30.5013,17.3196,-40.362
1,0.266797,5.7708,7.64512,-0.016792,-0.015718,0.004525,-30.9729,18.3455,-41.85
1,0.240509,5.69823,7.99136,0.02638,-0.001758,-0.001981,-30.6292,17.7741,-41.2815
1,0.232486,5.69622,7.76032,-0.006193,0.01593,-0.006849,-31.7217,16.8402,-39.8903
1,0.161722,5.62227,7.91346,0.029796,0.010509,-0.014075,-31.2848,16.2754,-40.2486
1,0.349062,5.77189,7.83879,0.043812,0.01418,-0.011266,-31.0723,17.4704,-41.0482
1,0.276157,5.77315,7.91467,-0.021829,0.029624,0.014279,-30.9392,17.6669,-40.0061
1,0.386048,5.84714,7.8006,0.001836,0.022167,0.001813,-31.5282,17.3939,-41.5067
1,0.357085,5.77391,8.06983,0.033445,0.004625,0.012522,-31.0627,17.5727,-40.5843
1,0.279902,5.73621,8.03031,-0.017036,0.00511,0.001852,-31.5105,18.2544,-40.8033
1,0.165984,6.41865,7.87235,-0.19482,-0.040862,0.175192,-30.8396,17.5598,-40.587
1,0.455917,6.42299,8.60794,-0.735663,-0.278469,0.723651,-30.7071,20.1574,-40.0976
1,1.65235,6.29681,8.2799,0.648299,-0.437217,1.17278,-29.481,23.9065,-40.9971
1,1.79659,4.36242,8.48102,-0.347396,-0.765499,1.63634,-28.5652,27.0029,-40.5113
1,4.14363,4.86579,7.43683,0.3784,-0.766526,1.71012,-27.7829,31.3217,-41.3995
1,5.50471,2.61122,6.84903,1.04559,-0.489268,1.84393,-25.79,32.9622,-42.5619
1,6.6851,2.48102,6.05892,1.96798,0.317496,1.37147,-21.5239,26.95,-51.2395
1,6.38371,5.33378,6.5836,0.092832,0.515519,0.332277,-16.2065,17.136,-56.7297
1,6.39209,4.94739,5.81528,0.232113,-0.028407,-0.188164,-14.7631,18.5847,-57.425
1,6.68825,5.20861,5.58791,-0.022514,-0.017778,-0.035725,-16.5653,15.863,-57.6651
1,6.39131,3.88677,6.01129,-0.251222,-0.041147,0.020696,-15.217,17.4156,-57.5481
1,6.50572,5.17381,5.77773,0.178446,0.013907,-0.046283,-15.5581,16.0209,-57.5593
1,6.41705,4.6409,5.50879,-0.006887,0.033819,-0.024664,-15.2301,16.5519,-58.0202
1,6.46419,4.83231,5.73978,0.040133,0.01846,-0.035408,-15.7812,16.0338,-57.5566
1,6.42748,4.60564,5.81696,-0.023614,0.006549,-0.002366,-15.6512,16.5598,-56.7423
1,6.35216,4.83353,5.77658,-0.001802,0.046305,0.000038,-15.0044,16.1006,-57.7962
1,6.31357,4.90936,5.73726,0.084124,0.023415,-0.035509,-14.3301,16.1674,-57.5717
1,6.3535,4.83386,5.81509,0.025252,0.069416,0.001973,-14.6624,16.1852,-57.452
1,6.28354,4.87373,5.96785,-0.001612,0.044236,-0.044313,-15.0193,15.3473,-58.3828
1,6.27658,4.83411,5.77545,0.068149,0.053122,-0.009691,-14.4562,14.9838,-58.046
1,6.20502,4.8357,5.88983,-0.037672,0.020175,-0.014644,-14.5574,15.7468,-57.6894
1,6.1986,4.6826,5.7363,-0.007122,0.033281,-0.013822,-13.8933,16.5848,-58.1509
1,6.09058,4.87418,5.8495,-0.012554,0.008697,-0.052288,-13.5624,16.2407,-58.2741
1,6.09031,4.64688,5.88875,-0.004044,0.026246,0.001868,-14.3467,15.5245,-58.2729
1,6.09111,4.7607,5.88838,-0.014945,0.011191,-0.021322,-13.6704,16.0264,-58.0437
1,6.05867,4.76233,6.04184,0.009765,0.018472,-0.01575,-14.0183,16.1642,-58.7326
1,6.23986,4.98616,5.77438,-0.020951,0.0534,-0.003325,-13.5619,16.3495,-58.2729
1,5.97534,4.60948,5.84867,0.003611,0.026988,-0.006364,-14.4692,15.6478,-58.8488
1,6.13372,4.87523,6.00409,-0.012553,0.012376,0.019692,-13.9007,16.4809,-58.4991
1,5.94236,4.7246,5.96325,0.003436,0.012219,-0.026062,-14.1256,16.6042,-58.6109
1,6.13077,4.83662,5.9272,-0.029497,-0.01667,-0.021576,-14.2272,16.2762,-58.0347
1,6.05199,4.76065,5.84931,-0.014191,0.018691,-0.022741,-13.1129,16.4308,-58.1615
1,6.12649,4.98703,5.77268,-0.022533,0.026794,-0.026766,-13.5642,16.3511,-58.3886
1,6.09352,4.91279,5.92639,0.021454,-0.021007,-0.029406,-14.0143,17.0345,-58.7233
1,6.12917,4.79834,5.88882,0.026933,0.024874,-0.006963,-12.8975,16.7507,-58.6234
1,6.0552,4.8372,5.92607,-0.020777,-0.003678,-0.011015,-13.1236,16.111,-58.6277
1,6.01821,4.76195,5.96426,0.013239,-0.00711,-0.005668,-13.6681,16.0248,-57.928
1,6.17872,4.95249,6.19694,0.013023,0.030109,-0.020346,-12.8833,16.8498,-57.9281
1,6.0552,4.64784,5.9652,-0.049182,0.010783,-0.014261,-14.0099,16.4857,-58.3821
1,5.98443,4.95261,6.04008,0.054658,0.012678,-0.012009,-13.453,16.7814,-58.501
1,6.13211,4.83695,5.96571,0.056447,0.011734,-0.017029,-13.5618,16.895,-58.3828
1,6.05493,4.79926,5.92619,0.022462,-0.048933,0.01817,-13.5667,15.8072,-58.3945
1,6.09298,4.83691,5.92664,0.011477,-0.010928,0.038472,-12.898,16.642,-58.6246
1,6.13237,5.06425,5.92646,0.024841,-0.022667,-0.031086,-13.241,16.3399,-58.9711
1,6.05145,4.68477,5.84955,-0.03914,-0.039421,-0.0216,-13.6745,16.1384,-58.2739
1,6.13211,5.02631,5.92658,0.02628,-0.014779,0.010967,-14.7938,15.8782,-58.3797
1,6.04584,4.83485,5.65653,0.030985,-0.010441,-0.016407,-13.9126,16.3802,-59.0787
1,6.24093,4.94855,5.81301,-0.013943,-0.028622,-0.040141,-13.4671,15.7001,-58.9754
1,6.1592,4.83398,5.65823,-0.030265,-0.011012,-0.028088,-14.3564,15.4222,-58.7368
1,6.04343,4.87212,5.57939,0.008288,0.01247,-0.020141,-14.3495,15.4173,-58.3897
1,6.35858,4.98662,5.93011,0.084159,-0.036781,-0.034945,-14.2313,14.8605,-57.9341
1,6.20421,4.91124,5.85108,0.031048,-0.000463,0.011491,-14.3422,15.5212,-58.0415
1,6.24093,4.94855,5.81301,-0.045935,0.010935,-0.010872,-14.7952,15.5519,-58.3831
1,6.08657,4.87317,5.73398,-0.013112,0.017782,0.003983,-14.2337,15.8444,-58.2707
1,6.23665,4.90961,5.69762,0.023586,-0.027919,-0.008711,-14.5437,15.7371,-56.9953
1,6.24147,4.83507,5.85189,-0.029612,-0.009139,-0.021334,-14.4598,15.2046,-58.275
1,6.20608,4.98746,5.88934,0.014642,-0.022571,-0.02119,-14.0358,15.8493,-59.5459
1,6.2404,4.87268,5.81326,0.00499,0.050356,-0.008934,-14.5566,15.4189,-57.5772
1,6.16214,4.87259,5.73512,0.025577,-0.020697,0.009095,-13.9061,15.2844,-58.5119
1,6.1994,4.98578,5.6968,0.001085,-0.00196,-0.023208,-14.1254,15.622,-58.3901
1,6.20394,5.06266,5.81207,0.028147,-0.023209,0.007377,-14.0083,15.8298,-58.1577
1,6.09405,4.79931,5.96527,-0.049563,0.009403,-0.03353,-13.788,15.7098,-58.2773
1,6.12676,5.02497,5.77256,0.006798,0.049389,-0.014791,-13.4721,15.5946,-59.2079
1,6.05199,4.76065,5.84931,0.013585,0.009917,0.004913,-14.146,15.6365,-59.4312
1,6.09191,4.87451,5.88801,-0.035308,-0.006104,-0.028831,-13.7971,15.7162,-58.74
1,6.20448,4.94918,5.85095,-0.050646,0.00148,-0.017088,-13.3522,15.9096,-58.8587
1,6.05626,4.98896,5.92557,-0.008753,0.042249,-0.021074,-13.4488,15.6872,-58.0499
1,6.05734,4.76199,6.00333,-0.053332,0.023845,-0.023086,-13.2335,15.4616,-58.402
1,6.16883,5.06363,5.88852,0.006184,0.042542,-0.020034,-12.6939,15.9877,-59.4441
1,6.05653,4.83754,5.96458,-0.009643,0.01438,-0.000259,-13.1255,15.6759,-58.6324
1,6.12676,4.83561,5.81168,-0.001775,-0.002382,-0.006547,-13.1237,17.0932,-58.8486
1,6.13077,5.02598,5.88808,0.021425,0.004686,-0.007687,-13.5629,16.132,-58.2753
1,6.01606,5.02652,5.84787,-0.019139,0.018555,-0.024481,-13.5744,16.1401,-58.8537
1,6.1281,4.83595,5.85019,-0.017383,-0.011917,-0.00873,-12.9159,15.236,-59.2182
1,6.09619,5.10282,5.96427,0.00603,-0.024818,-0.006334,-13.0232,15.6759,-59.0965
1,6.13077,4.83662,5.9272,0.014315,0.009233,0.009914,-12.7918,16.9667,-58.9695
1,6.05546,4.87514,5.92595,0.009969,0.012477,-0.020955,-12.9105,14.9048,-58.8746
1,5.98015,4.91366,5.92469,-0.016333,0.008564,0.005315,-12.5634,15.0949,-58.2979
1,5.97775,4.76157,5.88668,-0.001594,0.011361,-0.023648,-13.2281,16.6581,-58.3892
1,6.05412,4.87481,5.88744,0.016996,0.013977,-0.001596,-12.6793,15.6501,-58.6378
1,6.02115,4.98992,6.00202,-0.011286,-0.022829,-0.014016,-12.3493,15.634,-58.8732
1,6.01607,4.83716,5.887,0.018114,0.003789,-0.007759,-12.46,15.3125,-58.7597
1,5.97614,4.91266,5.80917,0.074268,-0.017148,-0.014386,-12.5742,15.7573,-58.985
1,5.974,4.98787,5.73191,0.041444,-0.004904,-0.004393,-12.9005,16.0981,-58.6304
1,6.09405,4.98867,5.92614,0.047725,0.020296,-0.004333,-13.5791,15.5978,-58.9752
1,6.05546,4.87514,5.92595,-0.037896,-0.008498,-0.023092,-14.0119,14.5229,-58.056
1,6.09244,5.13975,5.84863,0.013819,-0.022397,0.015572,-12.7819,16.6323,-58.3946
1,6.05332,4.95035,5.84868,0.03503,-0.037338,0.006175,-12.8905,15.7637,-58.0555
1,6.0871,4.94905,5.73373,0.04072,-0.038723,0.012889,-13.7885,15.601,-58.2784
